timestamp,driver,car_number,speed_kph,engine_rpm,gear,throttle,brake,steering_angle,lap_distance
2025-04-04T03:22:00.417305,Fernando Alonso,17,237.98,13590,5,39.45,5.49,6.13,1455.93
2025-04-03T23:43:14.325274,Sebastian Vettel,1,242.98,11534,4,10.74,62.71,18.55,3347.44
2025-01-25T20:51:39.356498,Charles Leclerc,20,185.97,11192,4,20.7,10.51,55.1,4381.13
2025-02-19T22:03:27.859676,Charles Leclerc,9,336.78,8828,4,18.96,13.54,48.06,2406.05
2025-04-07T23:13:47.990340,Charles Leclerc,3,250.7,13135,3,37.38,51.84,84.33,3348.92
2025-01-22T10:50:40.805104,Daniel Ricciardo,8,249.4,13473,2,24.62,41.8,13.32,3632.0
2025-04-26T05:28:24.658601,Sergio Perez,10,157.8,10243,1,79.7,15.05,25.47,1920.02
2025-02-22T07:52:45.079261,Sergio Perez,13,137.23,14880,5,51.04,82.95,-72.6,4812.25
2025-03-02T07:37:35.181632,Carlos Sainz,2,285.55,9192,8,66.28,49.69,-74.05,1269.39
2025-04-23T18:51:32.556442,Lando Norris,9,177.12,9620,7,24.16,88.45,3.4,2300.46
2025-01-02T03:31:22.835051,Charles Leclerc,12,202.14,8336,8,42.13,17.23,-39.48,1099.48
2025-02-04T05:33:10.878420,Max Verstappen,12,139.19,9559,6,59.14,19.84,68.7,826.13
2025-03-20T11:08:44.769752,Fernando Alonso,4,200.8,14509,1,23.97,96.92,-1.29,3072.33
2025-01-10T15:14:10.978998,Lando Norris,4,184.32,14683,2,5.17,14.45,-9.56,2262.37
2025-01-19T00:53:15.083706,Carlos Sainz,19,150.65,11871,6,85.25,94.17,-10.22,3520.49
2025-01-18T00:52:30.413176,Max Verstappen,8,290.82,11499,1,50.6,2.91,65.97,3664.67
2025-04-27T22:07:55.899197,Max Verstappen,5,328.77,12087,8,26.28,59.62,81.0,4715.12
2025-03-26T16:07:03.126368,George Russell,1,265.42,9729,5,88.06,96.74,-67.61,2962.2
2025-04-10T04:26:28.732109,Charles Leclerc,11,196.86,12109,2,51.83,51.63,-15.76,207.94
2025-03-21T06:42:41.202189,George Russell,13,115.09,10182,1,70.69,50.39,-10.67,163.73
2025-02-01T04:03:44.600464,Fernando Alonso,1,348.46,9785,6,60.86,97.39,18.15,1542.05
2025-01-11T15:18:29.985004,Daniel Ricciardo,14,340.61,11632,1,29.22,57.81,83.51,3584.92
2025-01-09T18:34:18.529024,Lando Norris,3,192.28,11227,5,66.14,40.43,67.44,257.99
2025-04-01T01:42:23.662588,Daniel Ricciardo,13,285.42,12845,4,14.7,99.55,22.82,4702.64
2025-02-05T19:41:01.648472,Fernando Alonso,7,289.95,9849,8,67.62,50.71,86.87,1256.24
2025-03-01T06:14:56.017304,Carlos Sainz,1,205.1,11577,6,26.13,0.41,-61.19,3660.12
2025-03-15T07:26:47.723968,Sergio Perez,16,295.06,13253,8,56.16,26.93,66.03,4858.06
2025-02-07T09:29:34.346751,Sergio Perez,7,275.52,13648,5,38.72,57.88,75.85,1856.1
2025-01-29T21:43:46.883151,Charles Leclerc,20,263.86,9728,3,69.45,61.46,86.23,419.3
2025-01-11T22:35:37.157822,Sergio Perez,3,204.73,14280,7,85.06,62.72,22.09,1444.37
2025-03-30T23:18:15.432567,Lewis Hamilton,2,115.98,11930,3,79.87,12.45,-9.05,1845.52
2025-03-03T19:41:44.839268,Charles Leclerc,15,343.69,8137,4,27.09,84.22,49.45,2593.87
2025-03-28T10:35:39.184999,Daniel Ricciardo,13,221.79,10166,1,16.28,32.01,-13.25,3383.8
2025-03-11T11:47:14.290531,Lewis Hamilton,7,342.82,8864,5,4.8,96.67,88.89,1862.14
2025-04-01T17:45:21.087198,Sebastian Vettel,11,334.41,12230,6,48.13,28.12,-37.41,4364.95
2025-04-06T09:38:03.612846,Carlos Sainz,3,168.18,9685,6,33.99,8.88,20.97,378.51
2025-01-22T03:47:47.943022,Max Verstappen,3,320.78,11154,4,58.72,0.12,85.39,1348.22
2025-02-03T09:50:59.202979,Fernando Alonso,19,130.45,14139,1,85.89,45.31,37.58,225.61
2025-03-06T14:03:19.165611,Sergio Perez,15,231.98,10176,3,75.72,18.16,-53.42,4543.76
2025-02-02T02:46:34.471239,Max Verstappen,8,266.11,13154,8,30.4,74.45,-58.11,2967.53
2025-03-25T22:10:15.571681,Daniel Ricciardo,16,158.92,13652,5,53.17,78.98,-0.09,2741.27
2025-02-07T09:25:33.441520,Fernando Alonso,17,102.41,8677,2,30.83,28.62,-64.59,4466.75
2025-01-02T04:49:20.506642,Sebastian Vettel,20,334.02,12033,2,79.55,56.11,-63.26,615.38
2025-01-15T10:46:31.428858,Lewis Hamilton,1,132.15,12642,1,90.33,16.17,89.98,110.05
2025-03-18T11:41:54.818478,Max Verstappen,19,245.07,12961,5,9.72,59.13,-78.94,1734.64
2025-02-26T14:29:13.012921,Lewis Hamilton,12,208.46,11381,4,97.01,35.34,-83.19,3687.29
2025-03-30T03:47:13.488953,Sebastian Vettel,11,260.6,12215,5,87.21,33.7,8.05,2777.83
2025-02-24T15:38:53.796831,Sebastian Vettel,6,117.82,9429,4,25.66,17.28,-23.13,2725.3
2025-02-26T16:06:52.001308,George Russell,5,127.15,8238,4,55.23,83.58,-13.45,2831.1
2025-04-11T06:20:34.111907,Max Verstappen,16,215.39,13098,4,80.1,47.9,77.74,1257.66
2025-03-24T11:58:23.551101,Lando Norris,16,112.32,14406,5,9.75,19.85,81.81,3012.57
2025-04-15T14:09:31.970713,Max Verstappen,12,130.43,8332,8,72.86,83.94,-22.19,753.71
2025-01-12T15:35:06.349337,Sergio Perez,1,156.89,8079,2,16.89,32.2,-55.75,4361.71
2025-02-09T13:20:51.885919,Lando Norris,17,133.69,12177,4,92.43,2.88,-39.77,1381.08
2025-02-08T21:15:21.271496,Lewis Hamilton,8,315.15,13238,4,89.19,63.03,-11.74,1596.87
2025-01-02T15:16:46.516051,Daniel Ricciardo,20,129.64,8027,2,79.5,42.12,-12.9,2576.87
2025-01-01T15:25:45.031876,Daniel Ricciardo,4,338.4,13201,5,4.66,37.42,83.94,3941.74
2025-03-17T12:43:52.871422,Charles Leclerc,14,279.19,11696,1,53.0,82.27,12.94,1965.15
2025-02-12T20:18:20.207902,Lando Norris,18,318.25,10757,8,78.83,87.75,39.02,3736.13
2025-01-28T13:50:01.378830,Carlos Sainz,13,136.04,10849,4,84.48,3.45,-84.71,2817.27
2025-02-22T11:08:59.542725,Sebastian Vettel,6,209.9,14512,4,74.12,4.11,55.42,2914.08
2025-03-11T07:21:23.460614,Daniel Ricciardo,9,251.0,10479,4,80.28,72.38,10.04,1487.43
2025-04-23T10:19:45.189621,Max Verstappen,3,141.46,14223,6,60.12,67.21,-56.2,1801.61
2025-04-04T07:40:06.271637,Sebastian Vettel,9,275.58,14166,6,74.56,36.42,3.79,3390.72
2025-03-09T00:18:13.340774,Daniel Ricciardo,8,225.38,8900,1,80.37,41.44,17.15,1438.95
2025-04-18T23:48:08.059693,George Russell,9,160.53,11058,4,48.44,51.68,52.45,0.63
2025-02-22T20:07:48.407985,Fernando Alonso,2,124.16,11592,6,43.89,93.66,70.28,1787.86
2025-01-16T14:16:04.666186,Lando Norris,20,248.21,12379,4,78.95,12.68,-60.05,4151.53
2025-04-10T19:16:02.757124,Sergio Perez,13,131.53,10486,8,30.81,64.84,-41.7,4642.77
2025-01-06T04:29:22.646709,George Russell,6,121.74,12377,7,11.51,15.75,-72.04,4304.78
2025-01-03T05:29:38.632500,Carlos Sainz,11,197.65,9809,5,95.96,20.24,-23.56,2346.91
2025-04-11T23:38:28.475325,Daniel Ricciardo,11,147.35,11489,2,84.11,5.46,-74.02,3821.36
2025-03-09T11:28:40.488147,Carlos Sainz,15,259.79,8115,7,8.25,12.83,18.61,833.33
2025-01-27T04:36:49.854534,Charles Leclerc,9,282.9,13546,2,53.38,14.43,-15.59,200.95
2025-03-09T10:29:37.617561,Daniel Ricciardo,13,239.52,12993,3,29.0,93.06,-28.61,1455.92
2025-03-09T13:58:43.495708,Lewis Hamilton,10,337.68,12914,7,92.25,20.2,-77.53,2480.46
2025-02-10T08:29:38.573215,Fernando Alonso,15,221.04,8165,8,9.4,47.94,16.99,341.03
2025-03-30T02:37:53.680729,Max Verstappen,20,337.78,10343,8,56.29,57.79,-39.43,1862.99
2025-01-13T23:52:22.464238,Sergio Perez,9,332.89,9522,3,37.07,35.58,-66.7,588.39
2025-02-19T12:45:38.718010,Sergio Perez,7,234.96,9862,5,24.47,75.21,48.15,2516.04
2025-01-26T05:55:02.340717,George Russell,19,229.73,9348,2,53.02,89.58,62.14,1729.89
2025-01-24T15:12:14.363077,Fernando Alonso,18,240.21,13077,2,41.85,35.27,-54.08,4050.62
2025-04-17T07:59:21.448057,Lewis Hamilton,14,329.61,11153,7,83.13,23.47,14.65,2429.12
2025-01-26T13:18:48.975651,Max Verstappen,18,210.03,12312,6,49.89,91.4,74.8,3472.94
2025-04-29T05:07:54.514443,Max Verstappen,4,191.08,13063,8,98.39,87.54,-58.24,795.69
2025-04-27T19:09:08.962016,Sebastian Vettel,15,327.32,9646,5,17.79,91.2,56.6,1199.61
2025-03-03T08:20:36.847127,Carlos Sainz,13,298.8,10389,2,46.23,83.53,-71.13,2762.08
2025-02-24T16:12:11.018866,George Russell,8,258.62,13864,7,92.55,8.63,28.59,3693.11
2025-02-16T02:00:48.018106,Carlos Sainz,3,202.24,10189,7,91.14,20.06,26.26,2134.81
2025-01-16T20:04:24.068373,George Russell,9,307.63,9874,7,39.97,20.28,24.37,2785.05
2025-02-04T07:02:38.673000,Sebastian Vettel,11,194.75,14283,8,43.67,26.38,-47.11,2762.34
2025-04-13T09:48:37.495430,Carlos Sainz,6,120.05,9767,8,20.68,72.18,-22.68,3079.05
2025-03-25T19:56:41.919224,Lando Norris,15,312.85,13820,4,26.35,29.09,-86.32,3899.99
2025-02-22T22:20:40.174252,Lewis Hamilton,12,106.84,11424,7,9.14,84.22,79.04,1232.75
2025-01-07T05:32:02.160726,George Russell,6,289.25,14510,4,1.24,80.68,60.73,2105.39
2025-01-18T13:07:41.320144,Max Verstappen,8,349.01,12790,7,56.85,92.87,-26.13,4150.23
2025-03-24T15:12:07.699921,Lando Norris,10,108.7,12426,5,41.7,13.04,-82.4,2051.38
2025-03-14T22:09:08.374245,Lewis Hamilton,14,135.54,10098,3,1.37,92.84,-36.29,570.69
2025-03-28T03:08:58.724015,Fernando Alonso,14,135.88,13641,8,38.4,57.7,43.7,4894.02
2025-01-21T23:00:25.235255,Daniel Ricciardo,20,196.36,8707,3,40.05,36.1,47.2,4718.4
2025-04-27T04:56:38.393118,Fernando Alonso,6,157.65,14362,4,98.04,35.31,60.93,1562.03
2025-01-05T04:03:20.833226,Sebastian Vettel,3,311.01,14837,3,75.63,31.84,-73.77,1976.6
2025-04-02T20:55:38.689360,Lando Norris,9,106.65,14172,2,31.48,7.17,-22.18,1124.98
2025-03-07T16:12:38.322952,Sebastian Vettel,3,250.51,11047,1,82.67,3.55,-32.41,1049.54
2025-03-14T16:13:16.707339,Max Verstappen,18,107.21,14004,1,94.91,14.17,-86.23,1773.31
2025-01-17T22:14:50.207092,George Russell,8,330.02,8076,1,41.62,75.47,51.52,1404.0
2025-04-05T08:24:00.774427,Fernando Alonso,10,163.61,13887,3,95.38,73.5,-88.07,3614.79
2025-04-08T03:21:04.682295,Daniel Ricciardo,1,158.61,8945,3,47.1,64.54,-37.48,2310.08
2025-01-01T00:14:56.752631,Charles Leclerc,9,257.04,11318,5,4.14,26.22,-64.7,128.24
2025-03-05T00:10:45.990191,Fernando Alonso,19,327.87,8468,7,89.24,92.97,-47.14,1130.07
2025-01-19T22:03:51.918856,Daniel Ricciardo,10,338.89,13470,8,65.9,4.77,74.75,1645.73
2025-02-26T00:51:12.905169,Carlos Sainz,8,108.29,13007,1,39.99,2.4,-13.28,2152.66
2025-04-22T21:30:11.097079,Lewis Hamilton,13,272.55,8535,3,2.24,76.26,-44.96,4592.95
2025-01-08T21:57:35.011576,Carlos Sainz,9,332.92,13404,8,4.54,48.53,39.92,1478.17
2025-01-18T01:31:19.508578,Carlos Sainz,14,314.22,9784,3,9.86,54.0,-23.82,1116.58
2025-03-28T21:54:45.888494,Carlos Sainz,8,288.67,8774,8,67.33,49.42,31.83,375.93
2025-01-13T02:28:09.113544,Charles Leclerc,4,255.62,14492,7,80.91,27.41,-84.0,1197.07
2025-01-08T10:17:13.618949,Sebastian Vettel,8,165.36,14802,5,99.95,26.55,-13.45,450.84
2025-03-19T17:12:39.056728,Lando Norris,18,265.29,10945,8,68.87,81.66,64.67,4747.36
2025-01-31T20:54:05.745403,Fernando Alonso,7,190.14,13842,8,18.83,44.54,-73.22,1841.36
2025-04-19T22:53:28.363904,Charles Leclerc,8,108.59,10628,3,5.55,96.93,9.68,2732.03
2025-04-28T07:06:07.656541,Charles Leclerc,2,249.2,13582,8,47.06,15.2,26.47,4921.01
2025-01-24T08:29:16.148654,Daniel Ricciardo,10,283.14,11398,5,65.29,57.94,80.78,599.04
2025-01-16T06:34:18.560204,Charles Leclerc,16,307.69,12748,2,14.65,62.34,-29.17,2648.41
2025-01-06T14:23:37.230219,Sebastian Vettel,5,167.26,13504,7,8.22,54.17,54.16,4788.38
2025-04-27T14:30:05.929890,Sergio Perez,18,285.28,9861,6,24.3,56.4,60.38,4926.0
2025-04-22T02:22:01.449498,Lewis Hamilton,20,122.55,14856,4,68.15,99.14,44.31,699.26
2025-03-19T04:29:54.392771,Daniel Ricciardo,20,158.77,8722,8,7.07,39.46,67.6,322.55
2025-03-28T10:47:50.242481,Sergio Perez,14,217.94,11864,4,14.32,87.29,-0.77,1122.31
2025-01-29T10:52:22.174628,Sergio Perez,2,120.06,12295,1,12.8,41.47,74.85,2649.98
2025-03-24T04:58:18.092264,Lando Norris,4,118.1,11228,8,46.78,70.48,80.89,4094.83
2025-03-20T16:30:00.338162,Lewis Hamilton,20,314.45,8467,1,44.63,2.16,-46.36,4178.4
2025-03-12T09:25:03.735021,Sebastian Vettel,7,160.14,9821,6,1.85,53.48,-67.6,1388.23
2025-01-10T02:34:19.136537,Lewis Hamilton,15,349.91,10519,3,31.05,18.13,85.28,1697.7
2025-02-09T18:08:58.035663,Charles Leclerc,9,339.79,13849,2,58.23,84.04,-3.63,690.82
2025-03-28T00:07:13.922554,Carlos Sainz,1,198.37,9638,8,13.45,66.3,0.69,1077.93
2025-04-23T10:24:01.578801,Carlos Sainz,14,154.52,13383,7,49.51,12.49,27.21,132.43
2025-01-27T11:26:41.823893,Sergio Perez,5,170.48,9599,7,4.78,8.06,4.24,759.62
2025-03-11T07:29:18.076561,Sergio Perez,19,117.45,11850,5,80.42,52.41,11.13,116.1
2025-02-18T11:20:39.133886,Sebastian Vettel,10,335.96,14771,4,27.42,2.13,36.65,1738.28
2025-03-14T04:45:26.522241,Lewis Hamilton,9,348.61,13351,2,76.53,84.27,-32.22,1198.69
2025-02-01T19:53:40.999754,Carlos Sainz,2,117.07,10115,6,66.44,91.05,34.22,4850.62
2025-02-24T08:29:14.180756,George Russell,6,174.91,13181,2,43.39,86.09,-54.29,3524.39
2025-01-10T20:06:15.139872,Carlos Sainz,13,346.98,8538,5,37.15,4.4,-82.3,1060.0
2025-03-26T23:30:48.189186,George Russell,13,257.97,11726,1,92.51,23.54,-65.67,1381.17
2025-02-10T02:08:29.286898,Carlos Sainz,5,130.95,8650,1,32.32,97.62,8.16,1967.53
2025-03-13T02:37:33.802340,Lewis Hamilton,9,311.56,9686,3,84.29,60.77,16.19,4980.89
2025-02-25T12:49:40.839086,Sebastian Vettel,13,311.32,12468,8,94.56,55.01,16.76,3023.87
2025-01-16T13:41:26.760203,Lando Norris,6,335.3,14615,8,10.63,90.04,35.73,2003.77
2025-02-07T06:07:36.261793,Sergio Perez,12,235.31,10953,8,52.28,23.39,47.4,483.0
2025-04-27T03:28:53.097423,Max Verstappen,3,339.81,12697,8,52.65,13.49,-58.84,2958.07
2025-04-28T01:36:27.579843,Lando Norris,18,200.1,9423,8,43.16,26.52,13.75,2000.45
2025-02-02T21:46:31.993213,Lewis Hamilton,1,181.58,10729,1,78.17,20.45,-76.04,2404.0
2025-02-07T14:16:35.748621,Sergio Perez,13,161.07,13879,3,38.49,86.77,70.91,3694.74
2025-01-03T08:57:58.820243,Daniel Ricciardo,13,232.29,11649,1,32.75,71.7,-54.11,4408.34
2025-02-14T22:33:45.101619,Lando Norris,6,263.36,13368,7,28.51,68.66,0.97,2213.91
2025-03-04T19:21:30.950583,Lewis Hamilton,12,245.56,14005,1,60.98,62.49,11.41,2354.37
2025-01-28T05:38:19.175980,Fernando Alonso,18,184.37,14517,4,76.49,27.88,28.85,1453.6
2025-03-16T17:31:48.126295,Fernando Alonso,16,156.06,11715,6,11.84,72.42,19.89,3216.68
2025-02-23T14:35:11.902491,Sebastian Vettel,3,232.47,9909,8,34.96,77.23,10.6,3153.81
2025-04-18T02:56:12.626761,Lewis Hamilton,11,320.05,14286,6,61.07,10.86,66.13,1544.11
2025-02-10T16:57:28.326145,Charles Leclerc,15,167.76,13071,1,48.38,21.29,44.84,850.9
2025-02-15T15:05:44.366817,Sergio Perez,16,147.1,9143,1,87.66,60.91,-62.83,3723.4
2025-01-11T05:58:46.345985,Lando Norris,9,209.03,10178,7,12.53,0.83,-80.34,3893.64
2025-02-02T12:04:21.768332,Charles Leclerc,20,184.48,10262,2,91.98,4.62,37.0,130.1
2025-02-06T15:18:53.881081,Carlos Sainz,10,190.24,10323,4,74.08,56.68,-73.9,4493.72
2025-01-19T12:47:39.461694,Lewis Hamilton,13,108.89,13829,2,77.68,42.78,14.74,1332.51
2025-02-27T14:51:51.796010,Lando Norris,17,208.96,10589,8,79.14,27.94,49.03,3954.05
2025-03-12T20:45:08.118666,Charles Leclerc,18,138.44,9923,1,94.2,0.46,68.54,3451.74
2025-01-07T08:16:36.578101,Sergio Perez,15,225.0,13035,8,74.04,17.01,24.85,3374.65
2025-01-03T21:01:57.395220,Fernando Alonso,20,125.77,8858,8,83.45,73.04,-0.44,852.62
2025-03-01T16:14:21.992412,Fernando Alonso,12,144.19,8314,3,47.34,48.5,-70.43,3731.99
2025-03-14T10:30:32.663659,Max Verstappen,10,244.73,13902,2,11.98,45.81,-18.27,2159.0
2025-03-17T15:42:55.264832,Lewis Hamilton,17,209.37,13074,8,18.32,1.22,-81.66,3622.64
2025-01-24T00:58:52.781570,Sebastian Vettel,3,236.1,9766,7,44.87,40.89,7.61,1330.58
2025-02-01T17:00:54.711993,Sergio Perez,15,136.9,13634,4,25.24,39.87,73.57,3573.57
2025-01-07T06:49:16.521910,George Russell,20,336.78,13144,3,59.91,14.28,-86.26,1574.34
2025-04-17T15:30:08.457524,George Russell,13,323.41,13660,5,96.71,97.32,14.79,202.01
2025-01-27T04:09:57.331076,Carlos Sainz,17,322.64,12443,6,74.88,88.36,51.34,4125.91
2025-03-12T22:05:41.851508,Daniel Ricciardo,3,289.88,14449,7,14.01,59.34,32.13,108.83
2025-01-31T01:14:32.831709,Daniel Ricciardo,9,333.68,13423,1,81.3,51.62,73.67,2848.3
2025-02-22T12:11:38.721197,Charles Leclerc,20,179.39,8903,6,66.87,11.65,-64.94,3773.26
2025-04-21T22:17:53.036841,George Russell,3,167.8,14987,6,86.79,14.99,-34.0,1049.82
2025-03-11T06:50:57.652055,Sergio Perez,7,280.97,11634,3,70.36,18.45,48.75,2240.99
2025-03-05T16:42:27.346683,George Russell,7,129.15,13017,5,46.89,71.81,-35.77,2364.56
2025-01-02T08:32:08.749888,Charles Leclerc,8,287.47,13879,3,82.02,79.62,-63.25,3289.62
2025-03-13T10:52:12.932094,Fernando Alonso,9,337.24,11535,6,7.47,89.77,50.85,2573.99
2025-03-25T02:37:59.165970,Charles Leclerc,12,188.89,14410,1,22.66,76.92,75.73,2361.97
2025-03-18T19:07:25.769525,Daniel Ricciardo,11,320.34,10882,4,38.3,48.37,-17.32,4510.57
2025-02-24T22:40:34.840384,Sebastian Vettel,1,324.51,11962,6,47.48,8.13,-21.71,2555.74
2025-01-09T08:57:16.519739,Fernando Alonso,18,120.66,8899,8,21.12,95.71,-85.66,996.06
2025-01-31T10:56:59.907753,Charles Leclerc,7,339.67,9213,2,90.41,86.07,-58.28,2927.16
2025-01-27T15:58:15.384301,Fernando Alonso,14,201.02,10293,7,42.94,57.75,1.59,2145.25
2025-03-05T14:20:50.897175,Sergio Perez,6,125.05,10124,5,13.11,52.38,-39.88,4469.56
2025-03-31T17:18:49.845658,Lewis Hamilton,9,275.64,14198,3,13.8,56.32,21.3,3093.36
2025-02-24T23:20:11.861461,Lewis Hamilton,1,347.98,11924,1,26.48,84.41,83.89,4495.54
2025-04-26T06:54:56.030333,Fernando Alonso,12,275.16,8220,3,80.41,15.58,-82.81,523.77
2025-02-15T23:32:05.328364,Sergio Perez,6,298.4,11274,4,46.88,4.16,41.88,2270.75
2025-04-26T07:23:23.470213,Max Verstappen,7,340.53,10093,7,21.6,29.08,72.52,444.36
2025-01-27T21:52:42.455649,Charles Leclerc,1,217.67,10439,1,58.55,5.44,3.56,3631.77
2025-02-25T19:42:09.120229,Lewis Hamilton,11,171.3,8750,3,94.93,27.5,44.67,261.72
2025-03-20T15:19:21.048455,George Russell,11,222.75,13611,2,63.41,29.43,5.49,611.94
2025-02-05T10:13:17.827226,Daniel Ricciardo,13,207.42,10321,2,21.96,88.24,38.44,1496.78
2025-03-21T15:11:15.777097,Sergio Perez,19,159.71,12249,1,82.46,48.92,-88.77,2382.82
2025-01-30T11:31:44.674763,Charles Leclerc,2,193.48,13333,1,82.56,57.49,-69.97,4307.93
2025-04-24T09:55:49.111251,George Russell,20,320.96,12602,4,62.76,54.59,27.44,591.03
2025-01-31T11:00:18.000610,George Russell,7,220.72,9327,5,21.99,0.34,-81.55,4038.97
2025-03-21T16:54:28.000990,Daniel Ricciardo,9,240.72,9873,8,84.45,52.84,12.81,4813.92
2025-01-05T04:59:04.315797,Carlos Sainz,16,229.01,11310,8,60.35,92.99,50.56,4245.0
2025-01-13T23:14:27.032096,Sebastian Vettel,9,214.34,12017,6,79.07,39.53,19.35,1498.3
2025-03-23T09:01:59.550367,Sergio Perez,18,224.02,12702,7,24.39,37.83,-81.0,1190.24
2025-04-18T05:56:09.727234,Fernando Alonso,2,253.64,12600,2,38.68,62.12,3.48,2708.37
2025-02-21T21:20:25.330499,Sergio Perez,10,349.16,9053,4,33.36,91.89,-28.44,2592.96
2025-04-10T22:35:18.698433,Sebastian Vettel,5,340.49,14866,8,23.35,23.65,23.53,3520.45
2025-03-28T16:18:32.324391,George Russell,17,291.72,12766,6,20.02,8.94,-38.97,1091.41
2025-01-06T18:33:09.231312,Carlos Sainz,7,248.48,11338,7,30.32,84.61,-26.54,82.82
2025-04-06T08:28:29.166440,Lando Norris,12,331.46,12490,1,66.32,6.11,34.08,782.94
2025-02-06T16:14:41.450630,Carlos Sainz,9,191.61,10685,8,72.66,75.19,48.16,2344.01
2025-04-03T10:27:31.477832,Daniel Ricciardo,16,177.67,12589,5,42.56,56.88,9.13,3411.99
2025-03-19T07:40:44.199688,Lewis Hamilton,12,227.49,11208,3,57.94,88.32,73.87,3472.41
2025-02-13T19:03:55.123396,Sergio Perez,8,279.71,9199,8,6.46,75.33,79.7,1941.4
2025-01-25T05:23:35.730920,Max Verstappen,11,222.74,9279,5,91.6,57.64,-50.12,553.32
2025-03-14T16:38:12.278225,Lewis Hamilton,5,181.22,10374,8,95.32,58.09,87.31,1746.63
2025-02-21T08:03:04.583214,Max Verstappen,8,328.49,11369,4,25.89,97.35,51.92,4738.91
2025-02-12T10:43:54.826764,Carlos Sainz,17,224.1,12348,7,85.41,93.67,-54.6,718.12
2025-04-17T02:44:33.123839,Fernando Alonso,16,177.98,8447,5,97.14,52.79,-85.76,2278.14
2025-02-16T12:23:15.938503,Lewis Hamilton,12,236.32,14414,6,79.49,25.9,75.14,2599.95
2025-04-13T07:58:42.510344,Lando Norris,20,261.39,10241,5,91.44,16.68,48.27,1606.08
2025-03-01T15:52:25.235575,George Russell,15,204.53,10053,7,5.99,10.08,55.88,499.49
2025-04-13T21:04:16.246556,Sergio Perez,18,194.42,13672,6,43.03,44.49,36.09,2958.43
2025-04-21T10:34:51.085058,Carlos Sainz,10,222.59,13084,1,70.52,71.96,-72.74,3605.77
2025-01-03T01:01:04.898572,Carlos Sainz,6,149.8,9856,7,46.01,70.05,85.72,630.42
2025-04-04T07:11:27.919291,Carlos Sainz,15,273.66,11209,3,42.92,55.62,-60.9,1207.22
2025-04-08T21:14:15.559880,Max Verstappen,16,173.79,10297,7,18.37,39.04,42.79,1053.15
2025-01-02T01:20:55.643157,Daniel Ricciardo,14,160.82,12051,1,1.43,22.55,-66.79,1525.16
2025-04-14T07:43:40.839325,Daniel Ricciardo,12,131.71,12367,7,94.65,54.95,50.03,3680.12
2025-03-17T14:37:16.202374,Carlos Sainz,15,301.06,12699,1,93.3,34.79,-7.37,336.47
2025-02-13T23:41:43.874941,Daniel Ricciardo,8,269.4,8879,2,87.26,82.04,-73.79,1756.01
2025-03-24T21:52:24.594102,Lewis Hamilton,16,165.65,9325,2,34.91,74.07,67.49,1645.67
2025-01-10T10:18:05.858170,Lando Norris,6,287.46,11192,5,81.56,8.53,-26.68,2710.43
2025-03-30T13:57:03.411269,Sebastian Vettel,9,177.86,8144,8,17.2,2.21,-2.68,617.49
2025-02-01T04:34:35.170264,George Russell,14,282.72,10278,4,38.8,74.84,-37.68,3241.0
2025-01-20T00:51:43.248045,Sergio Perez,12,242.78,9873,8,63.42,14.13,-59.53,3330.82
2025-04-03T11:52:01.002183,Sebastian Vettel,5,286.05,12875,8,9.89,89.39,-68.54,4375.44
2025-01-23T20:20:03.656658,Sergio Perez,16,321.13,12461,7,10.01,49.97,-60.72,1233.97
2025-03-28T13:54:32.525715,Daniel Ricciardo,5,135.22,10274,4,50.55,46.1,47.3,766.91
2025-01-11T18:43:49.755698,Daniel Ricciardo,17,345.38,14673,8,9.21,34.04,27.41,4336.84
2025-03-13T23:42:53.732643,Charles Leclerc,3,242.03,14412,3,48.32,93.76,1.4,4468.43
2025-02-22T19:41:06.911087,Fernando Alonso,11,331.58,11387,6,88.8,35.38,59.02,306.6
2025-02-15T00:02:32.524108,Lewis Hamilton,2,325.79,10675,7,49.81,79.17,-80.26,1155.18
2025-04-22T09:27:37.297802,Charles Leclerc,8,299.88,10419,6,15.32,19.72,41.1,3315.14
2025-02-24T19:12:58.177565,Sergio Perez,10,347.94,9130,7,46.71,4.4,-44.86,4386.8
2025-03-21T19:13:28.043690,Charles Leclerc,10,154.6,11139,6,55.87,84.76,28.12,4759.5
2025-03-25T01:15:01.110625,Lando Norris,20,189.17,11993,5,72.02,83.41,72.88,285.68
2025-01-26T07:15:58.010376,Daniel Ricciardo,15,102.87,11877,1,81.5,59.31,-20.8,3438.26
2025-04-09T14:33:01.684931,Lewis Hamilton,15,320.82,9079,1,59.91,21.66,11.42,916.44
2025-04-24T21:32:54.187014,Lando Norris,14,119.83,12773,4,63.86,35.45,-13.89,192.47
2025-03-20T19:10:31.586503,Carlos Sainz,1,130.25,13235,7,56.89,26.79,26.09,581.57
2025-01-21T02:36:00.173794,Lando Norris,12,133.75,8074,3,74.76,92.19,-20.29,1713.09
2025-03-10T04:39:42.442249,Carlos Sainz,11,339.94,8170,1,2.8,72.82,66.76,3001.91
2025-03-19T08:33:19.777879,Max Verstappen,5,304.32,12970,3,86.49,11.69,-52.63,2374.85
2025-03-11T08:26:06.671645,Daniel Ricciardo,7,195.15,8809,4,53.87,48.6,81.7,2914.0
2025-03-04T17:34:09.141279,Fernando Alonso,13,345.73,11014,8,33.77,6.67,-78.98,1877.22
